site,date,cl_mgl,so4_mgl,br_mgl,no3n_mgl,na_mgl,k_mgl,mg_mgl,ca_mgl,doc_mgl,tdn_mgl,nh4n_mgl,po4p_mgl,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600_2.5,K600_97.5,depth,spc_uScm,DO.obs,DO.sat,watertemp_C,discharge,airpres_kPa,airtemp_C,latitude,longitude,CRS,distance_upstream_m,width_march_m,ws_area_km2,slope_wbx,habitat,slope_mm
CBP,2019-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11578473712911935,0,0.494632042267671,3.473812342645213,4.528903940141604,2.322109101088254,9.183896869712338,6.529696611866183,11.81811470256114,0.35349651498328244,84.84895833333333,10.582083333333333,11.953516171025251,7.780333333333333,0.7574294507000373,101.70852304259823,8.055729166666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8807280772817517,0.43939851272909525,1.3151776957127272,3.873032627967695,5.768029757496695,2.0733008382735276,4.068284390354417,1.870086773663455,6.427692817223054,0.5397075698774209,101.659375,10.07875,11.759426995994803,8.46175,0.768556752155422,101.70852304259823,8.055729166666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.91362911756146,3.2298493748157924,5.834251003343669,0.5043101607346125,2.835304677954584,0.8875454965622882,4.758337135175423,0.5379649150291127,94.2125,9.217291666666666,11.701661439934252,8.654489583333334,0.7693134086543881,101.70852304259823,8.055729166666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.20884183705210926,6.392152507189037,10.118817715134794,2.8471670474833686,6.665096860000768,3.0319725519911853,10.5572464734796,0.33709660766648075,NA,7.913854166666667,11.793073805144356,8.334885416666667,0.7796840536108066,101.70852304259823,8.055729166666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12812902348714478,0,0.4587529852522674,2.346094423349349,3.9262502618491792,0.7468969122800545,3.9471335130554692,1.1255735587017703,6.817744380791179,0.391729410027794,130.28125,10.233958333333334,11.509031443525787,9.029708333333334,0.7293954006222207,100.95102304259822,13.058333333333334,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17051051029254127,0,0.7000375216813193,3.427426797467837,4.900931726519433,1.9368157511679973,9.752368193086967,6.203310480486181,13.518590294510672,0.37951119058158955,93.978125,10.48375,11.548500939521622,8.887260416666667,0.7391330363521277,100.95102304259822,13.058333333333334,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3061474339924893,0,0.6637429737949619,3.652391910599899,4.724491638900254,2.5471173556684636,9.908010154638259,7.274185968139106,12.655562636700248,0.35280408170889327,91.01458333333333,10.461979166666667,11.604738079127927,8.694239583333333,0.7508030080579011,100.95102304259822,13.058333333333334,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1566138083903896,0.7164126419513983,1.576822503251987,3.9932573446947854,5.70367515143732,2.242765193120838,4.3232715572580105,2.1331689565474274,6.508758834192748,0.5395281360012313,106.815625,9.9201041666666665,11.453277018164925,9.238885416666667,0.7663208374722489,100.95102304259822,13.058333333333334,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20313228240952025,0,1.088838846741614,2.984028512418333,5.255544984475967,0.8297412334149201,2.9443711863111734,1.3400714550584976,4.73599227683933,0.5378075334823077,97.58541666666666,9.10375,11.465651085098298,9.19096875,0.7673760814750933,100.95102304259822,13.058333333333334,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.21335154674841533,10.469290819901284,15.062399549958084,5.497055114483902,10.108927623046613,5.269700111414921,14.53852909385023,0.3373407282345044,NA,7.6727083333333335,11.453742424229894,9.232416666666667,0.7818392746303243,100.95102304259822,13.058333333333334,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.09161901680534043,4.416961000016014,6.6486435871879745,2.2549770148855774,11.604884112121322,6.129414267846503,17.27620757051587,0.3954982337159713,128.80208333333334,9.781145833333333,11.231280941790411,9.873427083333333,0.7890608838396121,100.52675220926488,10.461458333333333,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13833790227197512,0,0.6478996778957556,4.932688874014375,6.667664684531844,3.2942375774772463,13.002415267893042,8.901884341587714,16.77126014934633,0.38733625172918,94.58125,10.227916666666667,11.328408940757544,9.51015625,0.8352067105142443,100.52675220926488,10.461458333333333,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1786499029223345,0,0.5714884827712017,4.869449773668611,6.272089383863935,3.581710722490671,11.600936759531336,8.983207551146682,14.603109686042437,0.3660777216269732,95.496875,9.993645833333334,11.35622134955174,9.40703125,0.8904641335386446,100.52675220926488,10.461458333333333,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7356811313414131,0.31860821152000124,1.1744935187283627,5.713900925253416,7.927971707918482,3.553348557064095,7.604531878227527,4.717187855079945,10.856677557307439,0.5546068185240861,106.26458333333333,9.785208333333333,11.33058609645241,9.501843749999999,0.9639447492625811,100.52675220926488,10.461458333333333,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015867794901267857,0,0.8983401132412702,5.944575583961489,8.46009193554608,3.3942581006131385,5.261721070980098,3.5135763517020653,7.081873819545325,0.5536703195510098,97.36875,9.001458333333334,11.323622658693562,9.527572916666667,0.9689414311318089,100.52675220926488,10.461458333333333,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.15018310822348313,8.514681693567404,12.0905073652547,4.234875768505382,9.084372453983917,4.705125726246614,12.78180948035439,0.35935751771140667,NA,7.640729166666667,11.19776025166493,9.999520833333333,1.0374253649865177,100.52675220926488,10.461458333333333,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16804958576034665,0,0.37062641669237695,3.13867442916184,4.681603973233171,1.6026606228080178,12.094229255377762,7.069528151843587,17.227496413255782,0.44048576588800614,125.4375,10.639479166666666,11.201945682085304,9.701697916666667,1.8485417765053787,99.86024179259823,9.888020833333334,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30273089722823254,0,0.8274246044068831,4.288540901563069,5.750874037055725,2.8589029900647525,14.685899689854818,10.708257328500574,18.378536924041025,0.43882883002180617,100.84479166666667,10.465416666666666,11.231266662021854,9.590083333333332,1.701339463658409,99.86024179259823,9.888020833333334,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28380009321350896,0,0.6674638200789831,4.553413799332293,5.843789693673755,3.347867376603583,12.163814816339388,9.437283796065163,15.184631370994161,0.42366389407407107,99.89166666666667,10.3478125,11.291277777650143,9.366999999999999,1.6812866713212429,99.86024179259823,9.888020833333334,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4096586999644262,0,0.844286332130564,4.434742538771138,6.3088661487218,2.5787449576710983,7.092237227009933,4.165058092689258,10.162823506225994,0.5948473540645854,108.36145833333333,10.068125,11.201384460081767,9.701979166666666,1.6424396877336453,99.86024179259823,9.888020833333334,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007933897450633928,0,0.7962845107675784,4.862548160564821,7.095852664969606,2.4742591394240394,5.4798185038724805,3.6803593304088773,7.434372045274496,0.5949207981602962,98.86145833333333,9.4140625,11.190148374888174,9.744125,1.6403113764325512,99.86024179259823,9.888020833333334,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35713980170443904,0,0.6507421012110081,6.884849606155431,9.771387572617462,3.7030293293460197,8.139127667779425,4.389434667758918,11.614347752308955,0.40073522073953455,NA,8.845,11.137401554146505,9.945822916666666,1.6134635438513458,99.86024179259823,9.888020833333334,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3360991715206933,0.009339089913120345,0.6496338165794135,1.8603878583076654,2.7145643592783677,0.9503442307304582,12.583574398634202,8.00964203584067,17.178785255995695,0.43408812500604516,137.73958333333334,11.2434375,11.638436878671573,8.402333333333333,1.6314206947500534,100.55227304259823,7.503645833333334,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46712389218448996,0,1.0069495309180108,3.6443929291117634,4.8340833895796065,2.423568402652258,16.369384111816593,12.514630315413434,19.985813698735722,0.42414544045239505,103.565625,11.060104166666667,11.659139862377023,8.326145833333333,1.3987850778447422,100.55227304259823,7.503645833333334,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3889502835046834,0.0062589082010150055,0.7634391573867644,4.237377824995974,5.415490003483575,3.1140240307164944,12.726692873147439,9.891360040983644,15.766153055945884,0.4029476733228026,96.721875,10.751666666666667,11.722763711521074,8.1035625,1.3503193244241634,100.55227304259823,7.503645833333334,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08363626858743932,0,0.5140791455327655,3.15558415228886,4.689760589525118,1.604141358278102,6.579942575792339,3.6129283302985717,9.468969455144551,0.5751428341487146,105.07916666666667,10.415833333333333,11.575868761708321,8.622604166666667,1.2679275434407642,100.55227304259823,7.503645833333334,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6942289082938868,3.780520737168153,5.731613394393133,1.5542601782349406,5.697915936764863,3.8471423091156893,7.786870271003667,0.574284404983017,95.91041666666666,9.721145833333333,11.558958397471711,8.682708333333332,1.2630809679677164,100.55227304259823,7.503645833333334,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7142796034088781,0.3087296239728918,1.1513010941985329,5.255017518743458,7.4522677799802235,3.171182890186658,7.193882881574933,4.073743609271222,10.446886024263522,0.3730635488903335,NA,9.523958333333333,11.676869929372511,8.268083333333333,1.2000754885022513,100.55227304259823,7.503645833333334,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34587507197472456,0.05439224107420042,0.6543449510443912,1.9776303967184656,2.8095754128555925,1.1258071223999484,9.428647017966327,5.162873234284061,13.206166185734807,0.43383692127041945,139.875,11.372083333333332,11.8114550563096,7.985979166666667,1.622696476494988,100.99503345926489,10.108333333333333,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-11-26,13.12872003,14.93202971,NA,0.02638231,NA,NA,NA,NA,4.641,0.1529,0.005,0.0074,0.225603714760723,0,0.7318638666037971,3.0474128829091525,4.169928429430666,1.8973771354489044,13.617411081870749,10.024298535247976,17.16985709856086,0.4138454105394933,101.021875,11.166145833333333,11.788051565409425,8.062833333333334,1.211920725213585,100.99503345926489,10.108333333333333,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-11-26,14.15083184,13.86311605,NA,0.023382837,NA,NA,NA,NA,4.651,0.1559,0.005,1.14,0.34949208411020716,0,0.7272826620743442,3.234787036532979,4.182129912634514,2.284259529939205,10.86970033209548,8.156339955117527,13.42967829833763,0.38693919238028746,96.73958333333333,10.9840625,11.904696201179036,7.659645833333333,1.126342443875604,100.99503345926489,10.108333333333333,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-11-26,13.04364642,11.78143789,NA,0.045004039,NA,NA,NA,NA,5.046,0.1849,0.005,0.00714,0.313177667248035,0,0.7367066595724828,2.83189088008827,4.328444476274827,1.3243264639268808,6.018478635367881,2.8325127644258847,8.951779001061915,0.5568548490610067,103.521875,10.716979166666667,11.737583996141238,8.234447916666667,0.9808593653036576,100.99503345926489,10.108333333333333,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-11-26,14.1133626,12.33710662,NA,0.051877831,NA,NA,NA,NA,5.18,0.1845,0.005,0.00807,0,0,0.7572007198476082,2.8320507716759393,4.7059655919170025,1.0252945736470311,4.000734377182304,2.4315778387259086,5.706574015852931,0.5549867885670502,94.165625,9.9990625,11.722448739381871,8.285666666666666,0.9723015369385645,100.99503345926489,10.108333333333333,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5391934797033584,0.1530552975067885,0.9640106368473951,2.9066071582680375,4.706620232880846,1.1818891257172677,3.787815509665042,1.0406755267831937,6.759067303706945,0.34510286365582404,NA,9.4665625,11.809104668860465,7.99684375,0.8610497711661473,100.99503345926489,10.108333333333333,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
MC751,2019-11-26,11.19321864,16.0333851,NA,0.032006322,NA,NA,NA,NA,4.666,0.185,0.005,0.00824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,NA
NHC,2019-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3191130302768108,0.023798691131076154,0.619508891473127,2.752013282235477,3.768226076629218,1.5456023857939514,9.941465636819192,5.3937506394616115,14.10624815695124,0.4346138906788301,137.34375,10.8990625,11.511127111380183,8.956635416666666,1.6431465319238931,100.79513762593156,13.252083333333333,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2361855055934986,0,0.7371098262869535,4.145676780955858,5.458819224461651,2.9127953209883217,14.505050012446475,10.60787192765271,18.146521216757485,0.4148971484208735,103.85625,10.804583333333333,11.56773809320132,8.753927083333334,1.2296832153725776,100.79513762593156,13.252083333333333,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3680413833228545,0,0.7220403473681405,4.002221768683649,5.1249360028375985,2.8918077237064836,11.86459302049617,8.967042654874483,14.795672870689208,0.38821771211629985,99.04375,10.630416666666667,11.540814536068135,8.8519375,1.1435450246045356,100.79513762593156,13.252083333333333,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2019-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48312315177514453,0.03808131193980548,0.9304396252202558,4.042211785112434,5.882615777461702,2.382487904553704,7.497129974382494,4.535196317373804,11.071024546667527,0.5578471665542368,101.97083333333333,10.610416666666667,11.583448649431894,8.697197916666667,0.9971100999995401,100.79513762593156,13.252083333333333,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2019-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5816105427601748,3.5167850282432638,5.595422809370769,1.559455844158581,4.659309441954379,3.0337264092742338,6.478243241840151,0.5560102137676198,92.23125,9.955208333333333,11.555839189365166,8.798135416666666,0.9884962806899279,100.79513762593156,13.252083333333333,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2019-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27408202060206766,0,0.7014076496212109,5.368523830710378,8.348510293594204,2.63086345980138,6.348430948768468,2.7981973512173095,10.342787151510269,0.3462089223540378,NA,8.786458333333334,11.426767878030796,9.267302083333334,0.8765166326582154,100.79513762593156,13.252083333333333,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2019-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40375400424286667,0.0973662916674286,0.6890822251452258,2.338721376674754,3.4939403009458108,1.0643667907899832,7.239988110160057,2.9799048164085313,10.999094607043384,0.4377809602049949,138,10.7490625,11.526211232766624,9.119875,1.740302194129663,101.32149179259822,10.645833333333334,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2019-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45340911480975565,0,0.9723960299041984,4.548659564392201,5.924117550414138,3.090421530546579,13.667276710925961,10.201754911713063,17.056591825058398,0.4188301404204644,104.76875,10.639270833333333,11.538472637993744,9.077187499999999,1.2963954327834197,101.32149179259822,10.645833333333334,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2019-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5571961820913831,0.17584714830965906,0.9377288431849818,3.9881668100220793,5.138591034655343,2.864929155043642,11.432735835219004,8.595631657860034,14.266771576532243,0.39294000716676025,98.0125,10.619375,11.632148712700674,8.74075,1.2039148576963656,101.32149179259822,10.645833333333334,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
