site,date,cl_mgl,so4_mgl,br_mgl,no3n_mgl,na_mgl,k_mgl,mg_mgl,ca_mgl,doc_mgl,tdn_mgl,nh4n_mgl,po4p_mgl,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600_2.5,K600_97.5,depth,spc_uScm,DO.obs,DO.sat,watertemp_C,discharge,airpres_kPa,airtemp_C,latitude,longitude,CRS,distance_upstream_m,width_march_m,ws_area_km2,slope_wbx,habitat,slope_mm
WB,2020-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9178304783426978,0.4936756791919727,1.3727527181607404,1.7899990750323371,2.851716811020328,0.7905135402498751,4.322113289446156,2.0508781794831705,6.673456392311816,0.5433511217313362,83.74166666666667,9.855729166666666,10.386739182220307,13.697291666666667,0.8127253945592604,101.43446054259823,15.228125,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1490758999519952,0.15407929871732684,2.085879514833858,1.874063038483701,3.647515018205977,0.255096053894193,2.705727428767533,1.1015028837510699,4.454965652510856,0.5414579848650004,76.740625,9.724895833333333,10.37793386179944,13.735416666666667,0.8103592813618858,101.43446054259823,15.228125,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6699408965772857,1.1179056398278537,2.202898423404671,4.820430971712,6.355211623319228,3.202015801369563,10.101527545803599,6.758896968196133,13.439496993896956,0.3369027162398988,NA,9.3403125,10.393618828353807,13.672291666666666,0.7795998106182258,101.43446054259823,15.228125,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2322803665653934,0.8278085377818691,1.6014180954223929,1.0025637333107738,1.5902867069040916,0.3927943545897918,10.857390194804033,7.63702826214432,14.041363096384037,0.3865124521546754,99.45833333333333,11.323645833333334,11.407618858137948,10.252708333333333,0.6603733354582406,102.95107512593155,4.826041666666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7557166375674522,0.20384909391795514,1.2897934219761835,1.7422801590133417,2.8508453653703483,0.5943032654737396,7.788585423549771,4.401268155450327,11.304443022577283,0.3672752211850574,84.13645833333334,10.758645833333333,11.350817394769383,10.465833333333332,0.6154120042704845,102.95107512593155,4.826041666666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7008109152000612,0.3272128586719332,1.089025492982742,2.209244724290582,3.160290228066064,1.3161212615162519,9.258497373364486,6.662749676748712,12.013682116662658,0.33573340555299075,77.709375,10.664895833333333,11.403224865075286,10.270625,0.6060450602926252,102.95107512593155,4.826041666666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663236652378165,0.21194304690767776,1.0744631536952611,1.1669470267819557,2.187663181485727,0.16856429589218624,4.0370535356601724,1.6844864308474754,6.485385991365238,0.5214968116494135,80.8921875,10.655208333333334,11.352106979437316,10.465208333333333,0.590121255497715,102.95107512593155,4.826041666666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1117219708789525,0.22344860022370797,1.975081996464712,1.348193862063129,3.0290971994455878,0,1.877834760509118,0.484292779880304,3.35253437375069,0.5189683975659757,74.26458333333333,10.327083333333334,11.34161403262517,10.505833333333333,0.5891845610746128,102.95107512593155,4.826041666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2956488649157327,0.8552298717445598,1.7241795279315753,3.4025143442685684,4.636095970924744,1.9938880379468078,8.23892107576834,4.9773648127410075,11.426408031672592,0.31357916631812816,NA,10.275104166666667,11.476953340480975,9.995416666666667,0.5770075338997792,102.95107512593155,4.826041666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1279534433069593,0.7762437847390319,1.4600577785016937,0.900752231124949,1.3894138894068404,0.34285451984641657,9.885121561768344,6.752086590582201,13.483325708983891,0.3851805878811551,103.48958333333333,11.959375,11.899864013669424,8.1275,0.640369958796452,102.12003345926489,5.4734375,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5943992505280087,0.06404205042302101,1.1237773792774994,1.578313644513437,2.599084178241148,0.5389386680718592,7.206707974241189,3.8936474060016804,10.85043502370077,0.3615924584015277,81.8,11.397604166666667,11.869491355326192,8.232291666666667,0.5613572190339745,102.12003345926489,5.4734375,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8201296952734421,0.41781051264587304,1.209488509725267,2.0284459433242374,2.8285620501468065,1.227834182451028,9.035063038423669,6.615705314172533,11.780804626182675,0.32788218033457867,75.85520833333334,11.3265625,11.864405066850368,8.249791666666667,0.5448962316178847,102.12003345926489,5.4734375,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2954856359202402,0,0.7113401532013475,0.9990336079120958,1.8679351336516858,0.15738075233751062,4.162679585700948,1.526333630616219,7.1239760799304674,0.5128493999891846,79.115625,11.376666666666667,11.907300461463057,8.101666666666667,0.5169125529533314,102.12003345926489,5.4734375,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.9423134280024258,0.5955456770219227,2.2611299684316988,0,1.9401469840599792,0.45896241659731707,3.6735413824197045,0.5099297451545465,72.69270833333333,10.7675,11.898537162096071,8.132083333333334,0.5152664541672328,102.12003345926489,5.4734375,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1295140830467842,0.690651954503327,1.56200181220965,2.989994112647384,4.098332431950678,1.8686474595282327,7.679672326805527,4.488178050989203,10.987233301812255,0.3022584388433352,NA,10.888229166666667,11.953965107329752,7.9425,0.4938671705199606,102.12003345926489,5.4734375,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55955509321637,1.163890069977473,1.94934771735145,0.9748846750353231,1.507638557806974,0.43523723730847663,9.562196871138024,7.078160154482844,12.169836144534743,0.4068928720428072,106.03125,11.8209375,11.621030871851247,8.548333333333334,0.9889642023796947,100.75508554259822,8.566666666666666,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99818344338162035,0.46013828966625353,1.5154288719834246,1.9900408766961135,3.0337289709672888,0.9285182473091863,8.717563973428513,5.46975791187981,11.993685806618547,0.3790702509207211,84.88125,11.230208333333334,11.622076967264116,8.543333333333333,0.7364641260058983,100.75508554259822,8.566666666666666,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.064653213923067,0.6658380874301847,1.5050105127384736,2.1489638120515098,2.9894983272379503,1.2921426381352705,10.340816818284768,7.70245437076836,13.211308994268226,0.34520285604093554,78.78229166666667,11.258333333333333,11.68786977323439,8.310416666666667,0.68385994353804,100.75508554259822,8.566666666666666,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4017475985847713,0,0.8241974948013184,0.8869686490995821,1.7502388857328806,0.05286504597356948,4.069044491388361,1.3865253516591094,7.2554272954475625,0.522126351936566,82.29895833333333,11.404791666666666,11.692574953971247,8.292291666666667,0.5944328331598852,100.75508554259822,8.566666666666666,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7116357449209931,0,1.5767178558409825,1.1653351023022096,2.622966525087922,0,1.9831482795167021,0.31168973464742833,3.6728297633847005,0.5191142116446625,75.50104166666667,11.3215625,11.684685849244811,8.319583333333334,0.5891724147709245,100.75508554259822,8.566666666666666,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3903996473784686,0.8546259757094402,1.891667827622326,2.9240641326362633,4.172629566139842,1.6740942282568578,7.675170416323921,4.520998897594789,10.965952582034232,0.30614668999252614,NA,10.802083333333334,11.648652124378435,8.451875,0.5207869775423984,100.75508554259822,8.566666666666666,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1706716691803134,0.8406204411919592,1.5036432442704666,0.5180286814023103,1.0037403712715656,0,7.749495342794486,5.27858609156464,10.36005064392566,0.4190699618221267,110.73958333333333,12.5834375,12.535983059669647,5.9714583333333335,1.2369415755572555,101.93847095926489,-0.08958333333333338,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9033511040580624,0.35890116753013834,1.4293413635878025,1.6732603495267053,2.6634175199494874,0.6376395334172253,8.35952106238354,5.310448735097356,11.41260494897109,0.38662881386969794,81.55729166666667,12.0796875,12.517805922211663,6.0275,0.8220382230424103,101.93847095926489,-0.08958333333333338,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8778759293011171,0.4669389865548992,1.2675946860242377,1.8396029441598418,2.565420667722328,1.02535348714031,10.138635839604593,7.507091172582042,12.72748012395344,0.35112691065150337,75.8875,12.0934375,12.606317484821655,5.747708333333334,0.7356000247825938,101.93847095926489,-0.08958333333333338,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23961420671883985,0,0.6694608543235501,0.43606175271203573,1.3463072008614274,0,3.994133258424747,1.468708648507657,6.998088605330491,0.5214939071008351,80.70833333333333,11.867708333333333,12.428258706174965,6.316041666666667,0.5886550874405391,101.93847095926489,-0.08958333333333338,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3458242942543571,0,1.2932588298056245,0.34582377895250216,2.0618723428972197,0,1.9835681895205317,0.42687916677226306,3.628745463620079,0.5180473880108767,73.61145833333333,11.518020833333333,12.417545947150552,6.35125,0.5800112673809384,101.93847095926489,-0.08958333333333338,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0459889612598077,0.596085997746375,1.4515255948801162,2.153339982590142,3.250719285974065,1.0324263712485342,6.360234375844984,3.383066645250198,9.269983939161705,0.2983273865184114,NA,11.516458333333333,12.615293437877751,5.722083333333333,0.4676416096098033,101.93847095926489,-0.08958333333333338,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.037771295692222,0.7092489998924618,1.3585953694227402,0.3598360928155463,0.8581721601406841,0,7.7400367960409735,5.1434821864502265,10.348377444346248,0.4153708884691435,114.52083333333333,13.487395833333334,13.331161551433722,3.736458333333333,1.1536435517309478,102.32263762593156,-1.0364583333333333,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8919304461895656,0.3761877775244369,1.4443045580619294,1.3104944561147058,2.3427385671820473,0.4135071469541435,7.3302243061149746,4.199813015704348,10.35229446783317,0.38172984800897397,78.08854166666667,12.843541666666667,13.296810727839738,3.8337499999999998,0.7642711866294598,102.32263762593156,-1.0364583333333333,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7382048146094236,0.3624879487244915,1.1476397690122797,1.4536803541395837,2.1977600865942626,0.710387980687257,9.710282434810175,7.149039759059207,12.50185159706199,0.34526316385255623,72.03541666666666,12.951145833333333,13.391022109280057,3.566875,0.6831519440696355,102.32263762593156,-1.0364583333333333,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14456652805659492,0,0.561790568166451,0.31560349940309557,1.0659880190426883,0,4.575737503037438,1.7669885488898478,7.826293946497082,0.5164009331994002,77.775,12.874375,13.240874157913213,3.995,0.5452492314360503,102.32263762593156,-1.0364583333333333,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7381246454972366,-0,1.3892171081715954,0,2.0205884534088887,0.4389980398517798,3.8828713179551846,0.5127863741795373,69.490625,12.567604166666667,13.23690657696251,4.005416666666666,0.5371373069608245,102.32263762593156,-1.0364583333333333,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8992843919296861,0.48194749692577193,1.2945861019642428,1.820361334976408,2.8185314807812065,0.8789291196025585,6.0779070184046855,3.065184486838485,9.227302601998431,0.29272455967451183,NA,12.438541666666667,13.380542062071456,3.5989583333333335,0.43168229160173277,102.32263762593156,-1.0364583333333333,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9256306857185876,0.595602442145971,1.2286830382006915,0.30823952431339363,0.830572235039172,0,6.906673789824074,4.101527798384517,9.587518418337709,0.41173422862555364,116.40625,13.959270833333333,13.672931323386878,2.784375,1.076600084694665,102.29888762593156,0.5869791666666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32291324020017165,0,0.8364060745320512,0.8014430260210603,1.6737749402390028,0,6.769778935837289,3.5998012776462365,10.06271035167206,0.37770679299305515,75.834375,13.374583333333334,13.727169455951945,2.6327083333333334,0.7193404828384062,102.29888762593156,0.5869791666666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7062844851783734,0.30551064858954097,1.110571938319456,1.3633677616076947,2.131556198076269,0.6923542799090249,9.486309826279461,6.987679089830899,12.081476142586162,0.34076572652528864,70.44791666666667,13.4246875,13.765754027491532,2.5304166666666665,0.6449113992740128,102.29888762593156,0.5869791666666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20397937206620592,0,0.637798861371038,0.24037749717705875,0.9652897756527303,0,5.223194726428053,2.061147314645158,8.23044100408179,0.5130584807945039,76.496875,13.4915625,13.609413775325228,2.95,0.518381956955908,102.29888762593156,0.5869791666666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.9080420860459912,0.06806520494858054,1.5467972366055636,0,1.9630540267079182,0.3996406361760917,3.7519406949931087,0.509378250194552,68.19791666666667,13.2721875,13.59920176102236,2.9787500000000002,0.5109390483983071,102.29888762593156,0.5869791666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8458234829619309,0.41488433424588184,1.2854271770735246,1.6880264180150588,2.6373803339809885,0.7523636172199407,5.463777754210645,2.132802630709153,8.457957261226863,0.28984061938108624,NA,12.8434375,13.671999948584816,2.791875,0.4141812397358585,102.29888762593156,0.5869791666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0403396965403289,0.7113013806887478,1.3257597568269048,0.5192539568748875,1.0801841671228036,0,5.385822454159293,3.2605453802614206,7.816718788065523,0.41195142562115294,117.72916666666667,14.0653125,13.628405853020084,2.8025,1.0809100076056464,102.00633554259822,2.5203125,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405243709746638,0,0.9418751851119612,0.45474859064166406,1.4081994746317597,0,6.610489533759328,3.516581644995673,9.536925752802969,0.37773462163108695,76.47708333333333,13.586458333333333,13.708689618775038,2.5829166666666667,0.7195414199034519,102.00633554259822,2.5203125,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8079280932044478,0.4086569189766075,1.19118091694785,1.173563439373853,1.831602306699575,0.5528765426973291,9.196194220338667,6.882098512702009,11.666007772802022,0.34069703958233855,71.82291666666667,13.508541666666666,13.644002536536583,2.763541666666667,0.6442562976229455,102.00633554259822,2.5203125,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2082800707090341,0,0.644384497897326,0.12549262304326417,0.9181614601398311,0,5.013942880037639,1.8101496411171885,8.27187140840449,0.5127986537600678,76.77395833333334,13.674895833333334,13.631251512624612,2.7827083333333333,0.5162715894844742,102.00633554259822,2.5203125,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.8879750685609373,-0,1.6169282554404687,0,1.8940628552524619,0.4565065357739931,3.7922920846886976,0.5090949711145664,68.778125,13.458854166666667,13.63130900615322,2.785,0.5087430770529482,102.00633554259822,2.5203125,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9804052773779572,0.5617432501666625,1.4107137516355148,1.6996920015605612,2.5106781509484444,0.8749338700118187,4.943310874810438,2.0710849457169216,7.87461306324604,0.28929232423899315,NA,12.900833333333333,13.546782632573374,3.033958333333333,0.4108724180592224,102.00633554259822,2.5203125,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929883125674028,0.6002480896350467,1.2295352070216012,0.44259932552729975,1.0011559904766998,0,6.674817881125388,4.1159697523385095,9.613446711414678,0.41576170942545543,117.35416666666667,13.283125,12.720138080768534,5.156875,1.1653228354110896,101.19810637593156,11.179166666666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385474182452923,0,0.922088577133484,0.6973267415418559,1.6875568135240262,0,7.033407897182501,3.8261674995702206,10.110945503895964,0.38120648408393015,83.55,12.8940625,12.735068956432249,5.113958333333334,0.7599534446417804,101.19810637593156,11.179166666666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7604673972715532,0.3588818140205324,1.1428354827396219,1.5042012023353946,2.2201763876536753,0.8129822189184841,9.288558784361056,6.879685672332279,11.82791477476412,0.34422788586517294,78.134375,12.7009375,12.692477302626056,5.235,0.67550148840813,101.19810637593156,11.179166666666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23712559141199668,0,0.6729740565486305,0.3075083824183772,1.1231305113742567,0,4.9680451851474015,1.8255438951997622,8.19644735846118,0.5146408627393989,81.98020833333334,13.149791666666667,12.883316455313821,4.643125,0.5319331625174595,101.19810637593156,11.179166666666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10009992532026574,0,0.9972884590736963,0.1539289726293693,1.7510074492976813,0,2.0275379280585932,0.5625435579846074,3.894364303542703,0.5109058787284011,73.00416666666666,13.182083333333333,12.900682767909336,4.595833333333333,0.5234879666658436,101.19810637593156,11.179166666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.879837287444288,0.4571152573216677,1.3140441776926364,1.909943991316264,2.8407253175076157,0.956224992255559,5.955870567435292,2.753695535806754,9.17536272862687,0.28967333997293254,NA,12.000104166666667,12.465146657241622,5.962083333333333,0.4137004235294912,101.19810637593156,11.179166666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8194265548077271,0.48919479858134574,1.1333106572162976,0.3659446941797119,0.9221278138305959,0,7.963813308091483,4.971394124415598,11.410174634763832,0.5200526169213032,64.01041666666667,11.266666666666667,11.278996611288155,9.712916666666667,32.20741998356562,100.54847095926489,10.921354166666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3657046551592079,0,0.9023019691550067,0.9399048924420478,1.9669141524162927,0,7.456326260605674,4.135753354144768,10.68496525498896,0.5191084405369942,56.146875,10.97,11.293005654695778,9.661875,27.138832811039777,100.54847095926489,10.921354166666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7130067013386585,0.30910670906445725,1.0944900485313938,1.8348389652969361,2.6087504686077754,1.073087895139639,9.380923348383446,6.877272831962549,11.989821776726215,0.544901784997992,53.81979166666667,10.350833333333334,11.26800245143435,9.751666666666667,26.968067516946896,100.54847095926489,10.921354166666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2659711121149593,0,0.7015636151999349,0.48952414179349013,1.328099562608682,0,4.922147490257163,1.840938149282336,8.12102330851787,0.6999548524451183,50.208333333333336,10.812916666666666,11.289754522984609,9.675,26.281034024223676,100.54847095926489,10.921354166666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20019985064053147,0,1.1066018495864554,0.3078579452587386,1.8850866431548936,0,2.161013000864725,0.6685805801952217,3.996436522396708,0.7053193155805282,44.873958333333334,10.983854166666667,11.268959852097767,9.748958333333333,26.253697168479416,100.54847095926489,10.921354166666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7792692975106188,0.3524872644766729,1.217374603749758,2.1201959810719666,3.1707724840667875,1.0375161144992995,6.9684302600601455,3.436306125896587,10.476112394007702,0.5614122839659511,NA,10.251666666666667,11.210336652545628,9.964583333333334,25.966720240157315,100.54847095926489,10.921354166666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7089699839414263,0.3781415075276447,1.037086107410994,0.28929006283212416,0.8430996371844922,0,9.252808735057577,5.826818496492686,13.206902558112986,0.4392562556898021,65.76041666666667,11.749791666666667,11.690164178565828,8.305,1.8125843994139481,100.7617522092649,5.8453125,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34593512786549296,0,0.8825153611765295,1.1824830433422395,2.2462714913085593,0.14304743573719553,7.879244624028847,4.445339208719315,11.258985006081954,0.45906054515424827,55.045833333333334,11.294583333333334,11.669405896516684,8.3775,2.216152907640719,100.7617522092649,5.8453125,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6655460054057639,0.25933160410838213,1.0461446143231659,2.165476728258478,2.997324549561875,1.3331935713607939,9.473287912405834,6.874859991592818,12.151728778688312,0.4711414939411974,50.734375,10.8409375,11.664277452917972,8.395833333333334,2.6994069174918844,100.7617522092649,5.8453125,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2948166328179218,0,0.7301531738512395,0.6715399011686031,1.5330686138431076,0,4.876249795366925,1.8563324033649096,8.045599258574562,0.65098934966911,51.49583333333334,11.248541666666666,11.658557559951083,8.416041666666667,3.3420319305918387,100.7617522092649,5.8453125,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
